"go_id","hgnc_symbol"
"GO:1905606","MDGA1"
"GO:1905606","MDGA2"
"GO:1905606","NLGN2"
"GO:1905606","NRG1"
"GO:1905606","NRXN1"
"GO:1905606","NTNG2"
"GO:1905606","NTRK3"
"GO:1905606","SLITRK1"
"GO:1905606","SLITRK2"
"GO:1905606","SLITRK3"
"GO:1905606","WNT3A"
"GO:1905606","WNT7A"
"GO:1905806","ADGRB3"
"GO:1905806","C1QL1"
"GO:1905806","CD47"
"GO:1905806","CDK5"
"GO:1905806","EPHA4"
"GO:1905806","ITGB1"
"GO:1905806","NGEF"
"GO:1905806","PLXNC1"
"GO:1905806","RAI14"
"GO:1905806","SARM1"
"GO:1905806","SKP1"
"GO:1905806","TRIOBP"
"GO:1905806","VANGL2"
"GO:2000300","CACNA1E"
"GO:2000300","CACNB4"
"GO:2000300","CASK"
"GO:2000300","CSPG5"
"GO:2000300","DTNBP1"
"GO:2000300","DVL1"
"GO:2000300","FBXL20"
"GO:2000300","FBXO45"
"GO:2000300","GIT1"
"GO:2000300","GIT2"
"GO:2000300","GPR151"
"GO:2000300","HTR1B"
"GO:2000300","HTR1D"
"GO:2000300","KCNH1"
"GO:2000300","NCS1"
"GO:2000300","NPY"
"GO:2000300","NPY1R"
"GO:2000300","P2RX1"
"GO:2000300","P2RX2"
"GO:2000300","P2RY1"
"GO:2000300","P2RY2"
"GO:2000300","P2RY4"
"GO:2000300","PPFIA2"
"GO:2000300","PRKCA"
"GO:2000300","PRKCB"
"GO:2000300","PRKCG"
"GO:2000300","SLC4A8"
"GO:2000300","SNAP29"
"GO:2000300","SNAPIN"
"GO:2000300","STXBP5"
"GO:2000300","STXBP5L"
"GO:2000300","SV2B"
"GO:2000300","SV2C"
"GO:2000300","SYT7"
"GO:2000300","TPRG1L"
"GO:2000300","VPS18"
"GO:2000300","WNT7A"
"SYNGO:metabolism","ABHD17B"
"SYNGO:metabolism","SLC6A17"
"SYNGO:metabolism","SLC6A7"
"SYNGO:metabolism","SLC6A8"
"SYNGO:postsyn_ATPmetabolic","GAPDH"
"SYNGO:presyn_chaperoneProteinFolding","DNAJC5"
"SYNGO:presyn_chaperoneProteinFolding","HSPA8"
"SYNGO:presyn_chaperoneProteinFolding","SGTA"
"SYNGO:presyn_regulationATPmetabolic","CNR1"
"SYNGO:presyn_regulationATPmetabolic","PARK7"
"SYNGO:presyn_regulationATPmetabolic","PGK1"
"SYNGO:transport","DPYSL2"
"SYNGO:transport","MYO5A"
"SYNGO:transport","NRN1"
"SYNGO:transport","SLC6A6"
"GO:0008021","AP1B1"
"GO:0008021","AP2A1"
"GO:0008021","AP2A2"
"GO:0008021","AP2B1"
"GO:0008021","AP2M1"
"GO:0008021","AP2S1"
"GO:0008021","AP3M2"
"GO:0008021","AP3S1"
"GO:0008021","AP3S2"
"GO:0008021","ARL8A"
"GO:0008021","ARL8B"
"GO:0008021","ATG9A"
"GO:0008021","BCL2L1"
"GO:0008021","BRSK1"
"GO:0008021","CALCRL"
"GO:0008021","DGKI"
"GO:0008021","DMXL2"
"GO:0008021","DNMBP"
"GO:0008021","EXOC4"
"GO:0008021","LAMP5"
"GO:0008021","MARCKSL1"
"GO:0008021","PARK7"
"GO:0008021","PDYN"
"GO:0008021","PICK1"
"GO:0008021","PIKFYVE"
"GO:0008021","PPFIA2"
"GO:0008021","SEC22B"
"GO:0008021","SNAP29"
"GO:0008021","SNAPIN"
"GO:0008021","STXBP5"
"GO:0008021","SYNGR3"
"GO:0008021","TOR1A"
"GO:0008021","TPPP"
"GO:0008021","TRIM9"
"GO:0008021","UBE3A"
"GO:0008021","VPS33B"
"GO:0008021","VPS45"
"GO:0008021","VTI1A"
"GO:0008021","WDR7"
"GO:0014069","ABI1"
"GO:0014069","ABL1"
"GO:0014069","ABLIM1"
"GO:0014069","ADGRA1"
"GO:0014069","AGAP3"
"GO:0014069","ALS2"
"GO:0014069","AMOT"
"GO:0014069","ANK3"
"GO:0014069","ANKS1B"
"GO:0014069","APBB1"
"GO:0014069","APC"
"GO:0014069","ARF1"
"GO:0014069","ARHGAP32"
"GO:0014069","ARHGAP33"
"GO:0014069","ARHGAP44"
"GO:0014069","ARPC5"
"GO:0014069","ARRB1"
"GO:0014069","ARRB2"
"GO:0014069","AURKA"
"GO:0014069","BAIAP2"
"GO:0014069","BASP1"
"GO:0014069","BRSK1"
"GO:0014069","CAMK1"
"GO:0014069","CAMK2A"
"GO:0014069","CAMK2B"
"GO:0014069","CAPN1"
"GO:0014069","CAPZB"
"GO:0014069","CASP3"
"GO:0014069","CD200"
"GO:0014069","CHMP2B"
"GO:0014069","CHMP4B"
"GO:0014069","CPEB1"
"GO:0014069","CRTAC1"
"GO:0014069","CRTC1"
"GO:0014069","CTNND2"
"GO:0014069","CYLD"
"GO:0014069","DAPK1"
"GO:0014069","DBN1"
"GO:0014069","DDX3X"
"GO:0014069","DGCR8"
"GO:0014069","DGKZ"
"GO:0014069","DISC1"
"GO:0014069","DLG5"
"GO:0014069","DNAJB1"
"GO:0014069","DPYSL2"
"GO:0014069","DROSHA"
"GO:0014069","DRP2"
"GO:0014069","DTNBP1"
"GO:0014069","DVL1"
"GO:0014069","DYNLL2"
"GO:0014069","EEF2K"
"GO:0014069","EGLN1"
"GO:0014069","EIF3A"
"GO:0014069","EIF3E"
"GO:0014069","EIF4G2"
"GO:0014069","EPS8"
"GO:0014069","FAM81A"
"GO:0014069","FRMPD2"
"GO:0014069","FRMPD4"
"GO:0014069","GPR50"
"GO:0014069","GPSM2"
"GO:0014069","GRIP1"
"GO:0014069","GRIP2"
"GO:0014069","GRK2"
"GO:0014069","GRK3"
"GO:0014069","GSK3B"
"GO:0014069","HNRNPA2B1"
"GO:0014069","HNRNPA3"
"GO:0014069","HNRNPD"
"GO:0014069","HNRNPH1"
"GO:0014069","HNRNPH2"
"GO:0014069","HNRNPM"
"GO:0014069","HOMER1"
"GO:0014069","HOMER2"
"GO:0014069","HOMER3"
"GO:0014069","HSPA8"
"GO:0014069","INPP4A"
"GO:0014069","KALRN"
"GO:0014069","KPNA1"
"GO:0014069","KPNA2"
"GO:0014069","LZTS3"
"GO:0014069","MAGI2"
"GO:0014069","MAP1A"
"GO:0014069","MAP2K1"
"GO:0014069","MAPK1"
"GO:0014069","MAPK10"
"GO:0014069","MAPK8IP1"
"GO:0014069","MDM2"
"GO:0014069","MIB1"
"GO:0014069","MPDZ"
"GO:0014069","MYO6"
"GO:0014069","NCKAP1"
"GO:0014069","NEGR1"
"GO:0014069","NEURL1"
"GO:0014069","NUMB"
"GO:0014069","OPCML"
"GO:0014069","PAK1"
"GO:0014069","PAK2"
"GO:0014069","PAK3"
"GO:0014069","PAK6"
"GO:0014069","PCBP1"
"GO:0014069","PCBP2"
"GO:0014069","PCDH7"
"GO:0014069","PDLIM4"
"GO:0014069","PHB1"
"GO:0014069","PHB2"
"GO:0014069","PIP5K1C"
"GO:0014069","PJA2"
"GO:0014069","PLCB4"
"GO:0014069","PLEKHA5"
"GO:0014069","PPFIA2"
"GO:0014069","PPP1R9A"
"GO:0014069","PPP1R9B"
"GO:0014069","PRICKLE1"
"GO:0014069","PRICKLE2"
"GO:0014069","PRKCZ"
"GO:0014069","PURA"
"GO:0014069","RAPGEF4"
"GO:0014069","RBMX"
"GO:0014069","RELN"
"GO:0014069","RGS14"
"GO:0014069","RHEB"
"GO:0014069","ROCK2"
"GO:0014069","RPL10A"
"GO:0014069","RPL12"
"GO:0014069","RPL14"
"GO:0014069","RPL18A"
"GO:0014069","RPL23"
"GO:0014069","RPL30"
"GO:0014069","RPL38"
"GO:0014069","RPL4"
"GO:0014069","RPL5"
"GO:0014069","RPL6"
"GO:0014069","RPL7"
"GO:0014069","RPL8"
"GO:0014069","RPLP0"
"GO:0014069","RPS13"
"GO:0014069","RPS14"
"GO:0014069","RPS18"
"GO:0014069","RPS19"
"GO:0014069","RPS25"
"GO:0014069","RPS27"
"GO:0014069","RPS3"
"GO:0014069","RPS6KA1"
"GO:0014069","RPS6KC1"
"GO:0014069","SAMD4A"
"GO:0014069","SH3KBP1"
"GO:0014069","SHANK1"
"GO:0014069","SHANK2"
"GO:0014069","SHANK3"
"GO:0014069","SHARPIN"
"GO:0014069","SLC6A9"
"GO:0014069","SNAP47"
"GO:0014069","SORCS2"
"GO:0014069","SOS1"
"GO:0014069","SPOCK1"
"GO:0014069","SRGAP2"
"GO:0014069","STAT3"
"GO:0014069","STRN"
"GO:0014069","SYNCRIP"
"GO:0014069","SYT1"
"GO:0014069","TACC3"
"GO:0014069","TAMALIN"
"GO:0014069","TANC2"
"GO:0014069","TSC1"
"GO:0014069","TSC2"
"GO:0014069","UBE2V1"
"GO:0014069","UCHL1"
"GO:0014069","USP8"
"GO:0014069","VAMP2"
"GO:0014069","VHL"
"GO:0014069","ZDHHC2"
"GO:0030285","ATP6AP1"
"GO:0030285","ATP6AP2"
"GO:0030285","ATP6V0A1"
"GO:0030285","ATP6V0A4"
"GO:0030285","ATP6V0C"
"GO:0030285","ATP6V0D1"
"GO:0030285","ATP6V0E2"
"GO:0030285","ATP8A1"
"GO:0030285","CACFD1"
"GO:0030285","CLCN3"
"GO:0030285","GPR151"
"GO:0030285","LAMP1"
"GO:0030285","MAL2"
"GO:0030285","OPRD1"
"GO:0030285","OPRK1"
"GO:0030285","OTOF"
"GO:0030285","PTPRN2"
"GO:0030285","SCAMP1"
"GO:0030285","SCAMP5"
"GO:0030285","SLC10A4"
"GO:0030285","SLC17A5"
"GO:0030285","SLC17A6"
"GO:0030285","SLC17A8"
"GO:0030285","SLC18A2"
"GO:0030285","SLC18A3"
"GO:0030285","SLC22A2"
"GO:0030285","SLC30A3"
"GO:0030285","SLC32A1"
"GO:0030285","SLC6A17"
"GO:0030285","SLC6A2"
"GO:0030285","SLC6A7"
"GO:0030285","SLC6A9"
"GO:0030285","STX12"
"GO:0030285","STX16"
"GO:0030285","STX1A"
"GO:0030285","STX6"
"GO:0030285","STX7"
"GO:0030285","SV2A"
"GO:0030285","SV2B"
"GO:0030285","SV2C"
"GO:0030285","SVOP"
"GO:0030285","SYNGR1"
"GO:0030285","SYNPR"
"GO:0030285","SYP"
"GO:0030285","SYPL1"
"GO:0030285","SYT1"
"GO:0030285","SYT11"
"GO:0030285","SYT12"
"GO:0030285","SYT2"
"GO:0030285","SYT9"
"GO:0030285","TMEM163"
"GO:0030285","TMEM230"
"GO:0030285","TRPM7"
"GO:0030285","VAMP1"
"GO:0030285","VAMP2"
"GO:0030285","VAMP3"
"GO:0030285","VAMP7"
"GO:0030285","VTI1A"
"GO:0030285","WFS1"
"GO:0030672","ANP32E"
"GO:0030672","ANXA5"
"GO:0030672","ARPC2"
"GO:0030672","ATG9A"
"GO:0030672","CDK16"
"GO:0030672","CLTA"
"GO:0030672","CLTB"
"GO:0030672","DNM1L"
"GO:0030672","DTNBP1"
"GO:0030672","GNAO1"
"GO:0030672","GNB2"
"GO:0030672","GNG7"
"GO:0030672","PHF24"
"GO:0030672","PPT1"
"GO:0030672","PRKN"
"GO:0030672","SH3GL2"
"GO:0030672","SLC17A7"
"GO:0030672","SNCA"
"GO:0030672","TAFA4"
"GO:0034592","PENK"
"GO:0042734","ATP2B1"
"GO:0042734","ATP2B2"
"GO:0042734","CTNNB1"
"GO:0042734","ENO1"
"GO:0042734","ENO2"
"GO:0042734","EXOC3"
"GO:0042734","GNAO1"
"GO:0042734","GNB5"
"GO:0042734","KCTD12"
"GO:0042734","KCTD16"
"GO:0042734","KCTD8"
"GO:0042734","NAPEPLD"
"GO:0042734","PEBP1"
"GO:0042734","PPFIA2"
"GO:0042734","PRRT2"
"GO:0042734","RGS7"
"GO:0042734","RGS9"
"GO:0042734","SEPTIN7"
"GO:0042734","SNPH"
"GO:0043083","ACHE"
"GO:0043083","APOE"
"GO:0043083","C1QL1"
"GO:0043083","C1QL2"
"GO:0043083","C1QL3"
"GO:0043083","C22ORF39"
"GO:0043083","CBLN1"
"GO:0043083","CBLN2"
"GO:0043083","CBLN3"
"GO:0043083","CBLN4"
"GO:0043083","COLQ"
"GO:0043083","LAMA2"
"GO:0043083","LAMA4"
"GO:0043083","LAMA5"
"GO:0043083","LAMB2"
"GO:0043083","LAMC1"
"GO:0043083","LGI1"
"GO:0043083","NPTX1"
"GO:0043083","NPTX2"
"GO:0043083","NXPH1"
"GO:0045202","ABLIM3"
"GO:0045202","ACTBL2"
"GO:0045202","ACTN1"
"GO:0045202","ADAMTS4"
"GO:0045202","ADD1"
"GO:0045202","ADGRB2"
"GO:0045202","ADORA2B"
"GO:0045202","ADORA3"
"GO:0045202","AGRN"
"GO:0045202","AKR1A1"
"GO:0045202","AP1G2"
"GO:0045202","AP1M1"
"GO:0045202","AP2A2"
"GO:0045202","AP2B1"
"GO:0045202","AP2M1"
"GO:0045202","AP2S1"
"GO:0045202","APH1B"
"GO:0045202","APOA4"
"GO:0045202","ARFGAP1"
"GO:0045202","ARHGDIA"
"GO:0045202","ARPC1A"
"GO:0045202","ARPC2"
"GO:0045202","ARPC5L"
"GO:0045202","ATG16L1"
"GO:0045202","ATG3"
"GO:0045202","ATG5"
"GO:0045202","ATP8A1"
"GO:0045202","AXIN1"
"GO:0045202","BCAS1"
"GO:0045202","BIN1"
"GO:0045202","BRINP1"
"GO:0045202","CALB2"
"GO:0045202","CAPRIN1"
"GO:0045202","CC2D1A"
"GO:0045202","CDH10"
"GO:0045202","CDH11"
"GO:0045202","CDH13"
"GO:0045202","CDH23"
"GO:0045202","CDH6"
"GO:0045202","CDH9"
"GO:0045202","CHRNA2"
"GO:0045202","CLU"
"GO:0045202","CNNM2"
"GO:0045202","CNTN1"
"GO:0045202","COL17A1"
"GO:0045202","COPS5"
"GO:0045202","CORO1A"
"GO:0045202","CORO1B"
"GO:0045202","CPNE4"
"GO:0045202","CPNE7"
"GO:0045202","CRELD1"
"GO:0045202","CYFIP2"
"GO:0045202","DAAM1"
"GO:0045202","DAB1"
"GO:0045202","DMTN"
"GO:0045202","DPP6"
"GO:0045202","DPYSL3"
"GO:0045202","DPYSL5"
"GO:0045202","DVL3"
"GO:0045202","EEF1A2"
"GO:0045202","EEF1D"
"GO:0045202","EEF2"
"GO:0045202","EIF1AX;EIF1AY"
"GO:0045202","EIF2S1"
"GO:0045202","EIF2S2"
"GO:0045202","EIF2S3"
"GO:0045202","EIF3B"
"GO:0045202","EIF3D"
"GO:0045202","EIF3F"
"GO:0045202","EIF3I"
"GO:0045202","EIF3L"
"GO:0045202","EIF4G3"
"GO:0045202","EIF5"
"GO:0045202","EIF5A"
"GO:0045202","EIF5B"
"GO:0045202","EIF6"
"GO:0045202","ELAVL2"
"GO:0045202","ELMO2"
"GO:0045202","ELMOD1"
"GO:0045202","EPS15"
"GO:0045202","FAM171B"
"GO:0045202","FBXL20"
"GO:0045202","FCHO2"
"GO:0045202","FGA"
"GO:0045202","FGB"
"GO:0045202","FGFR1"
"GO:0045202","FGFR2"
"GO:0045202","FGG"
"GO:0045202","FKBP1A"
"GO:0045202","FLOT1"
"GO:0045202","FLOT2"
"GO:0045202","FUBP1"
"GO:0045202","FZD4"
"GO:0045202","FZD5"
"GO:0045202","GABRA3"
"GO:0045202","GDI2"
"GO:0045202","GNAI3"
"GO:0045202","GNAZ"
"GO:0045202","GNB1"
"GO:0045202","GNB2"
"GO:0045202","GNB4"
"GO:0045202","GNB5"
"GO:0045202","GNG12"
"GO:0045202","GNG13"
"GO:0045202","GNG2"
"GO:0045202","GNG3"
"GO:0045202","GNG4"
"GO:0045202","GNG7"
"GO:0045202","GPC1"
"GO:0045202","GPC4"
"GO:0045202","GPC6"
"GO:0045202","GRN"
"GO:0045202","HABP4"
"GO:0045202","HAPLN1"
"GO:0045202","HNRNPA0"
"GO:0045202","HNRNPA1"
"GO:0045202","HNRNPD"
"GO:0045202","HNRNPDL"
"GO:0045202","HNRNPF"
"GO:0045202","HNRNPL"
"GO:0045202","HNRNPLL"
"GO:0045202","HNRNPM"
"GO:0045202","HNRNPUL1"
"GO:0045202","HNRNPUL2"
"GO:0045202","IL1RAP"
"GO:0045202","LIN7A"
"GO:0045202","LIN7C"
"GO:0045202","LRP4"
"GO:0045202","LRRTM4"
"GO:0045202","MADD"
"GO:0045202","MAGI3"
"GO:0045202","MAP1LC3A"
"GO:0045202","MLF2"
"GO:0045202","MYLK"
"GO:0045202","NAPG"
"GO:0045202","NCAN"
"GO:0045202","NDUFS7"
"GO:0045202","NINJ1"
"GO:0045202","NPTX2"
"GO:0045202","NRG3"
"GO:0045202","NTN1"
"GO:0045202","NUDT3"
"GO:0045202","NUFIP1"
"GO:0045202","NWD2"
"GO:0045202","NXPH4"
"GO:0045202","OGT"
"GO:0045202","PABPC1"
"GO:0045202","PAK5"
"GO:0045202","PCDH8"
"GO:0045202","PDE10A"
"GO:0045202","PGRMC2"
"GO:0045202","PHB1"
"GO:0045202","PLCXD3"
"GO:0045202","PLD1"
"GO:0045202","PLXNA1"
"GO:0045202","PPA2"
"GO:0045202","PPFIA2"
"GO:0045202","PPFIA3"
"GO:0045202","PPFIA4"
"GO:0045202","PPM1H"
"GO:0045202","PPP2CA"
"GO:0045202","PPP2R1A"
"GO:0045202","PPP2R1B"
"GO:0045202","PPP2R2A"
"GO:0045202","PPP3CA"
"GO:0045202","PPP3CB"
"GO:0045202","PPP3R1"
"GO:0045202","PRKAR1A"
"GO:0045202","PRKAR1B"
"GO:0045202","PRKAR2A"
"GO:0045202","PTPRZ1"
"GO:0045202","PURG"
"GO:0045202","QKI"
"GO:0045202","RAB18"
"GO:0045202","RAB1B"
"GO:0045202","RAB21"
"GO:0045202","RAB8A"
"GO:0045202","RABAC1"
"GO:0045202","RANBP6"
"GO:0045202","RAP2A"
"GO:0045202","RELA"
"GO:0045202","RELB"
"GO:0045202","RHEB"
"GO:0045202","RHOB"
"GO:0045202","RIMS4"
"GO:0045202","ROCK1"
"GO:0045202","RPL10"
"GO:0045202","RPL10A"
"GO:0045202","RPL11"
"GO:0045202","RPL12"
"GO:0045202","RPL13"
"GO:0045202","RPL13A"
"GO:0045202","RPL14"
"GO:0045202","RPL15"
"GO:0045202","RPL17"
"GO:0045202","RPL18"
"GO:0045202","RPL18A"
"GO:0045202","RPL19"
"GO:0045202","RPL21"
"GO:0045202","RPL22"
"GO:0045202","RPL23"
"GO:0045202","RPL23A"
"GO:0045202","RPL24"
"GO:0045202","RPL26"
"GO:0045202","RPL27"
"GO:0045202","RPL27A"
"GO:0045202","RPL28"
"GO:0045202","RPL29"
"GO:0045202","RPL3"
"GO:0045202","RPL30"
"GO:0045202","RPL31"
"GO:0045202","RPL32"
"GO:0045202","RPL34"
"GO:0045202","RPL35"
"GO:0045202","RPL35A"
"GO:0045202","RPL36"
"GO:0045202","RPL36A"
"GO:0045202","RPL37"
"GO:0045202","RPL37A"
"GO:0045202","RPL38"
"GO:0045202","RPL5"
"GO:0045202","RPL6"
"GO:0045202","RPL7"
"GO:0045202","RPL7A"
"GO:0045202","RPL8"
"GO:0045202","RPL9"
"GO:0045202","RPLP0"
"GO:0045202","RPLP1"
"GO:0045202","RPLP2"
"GO:0045202","RPS10"
"GO:0045202","RPS11"
"GO:0045202","RPS12"
"GO:0045202","RPS13"
"GO:0045202","RPS14"
"GO:0045202","RPS15"
"GO:0045202","RPS15A"
"GO:0045202","RPS16"
"GO:0045202","RPS17"
"GO:0045202","RPS18"
"GO:0045202","RPS19"
"GO:0045202","RPS2"
"GO:0045202","RPS20"
"GO:0045202","RPS21"
"GO:0045202","RPS23"
"GO:0045202","RPS24"
"GO:0045202","RPS25"
"GO:0045202","RPS26"
"GO:0045202","RPS27"
"GO:0045202","RPS27A"
"GO:0045202","RPS28"
"GO:0045202","RPS3"
"GO:0045202","RPS3A"
"GO:0045202","RPS4X"
"GO:0045202","RPS5"
"GO:0045202","RPS6KA1"
"GO:0045202","RPS6KA4"
"GO:0045202","RPS6KA6"
"GO:0045202","RPS6KB1"
"GO:0045202","RPS7"
"GO:0045202","RPS9"
"GO:0045202","RPSA"
"GO:0045202","RTN3"
"GO:0045202","SH3GL1"
"GO:0045202","SH3GL2"
"GO:0045202","SH3KBP1"
"GO:0045202","SLC16A1"
"GO:0045202","SLC18A1"
"GO:0045202","SLC3A2"
"GO:0045202","SLC6A11"
"GO:0045202","SLITRK5"
"GO:0045202","SNX14"
"GO:0045202","SPARC"
"GO:0045202","SQSTM1"
"GO:0045202","SRPX2"
"GO:0045202","STX2"
"GO:0045202","TAGLN3"
"GO:0045202","TBC1D24"
"GO:0045202","TDRD1"
"GO:0045202","TDRD5"
"GO:0045202","TDRD6"
"GO:0045202","TMEM30A"
"GO:0045202","TPD52"
"GO:0045202","TSC2"
"GO:0045202","TTYH1"
"GO:0045202","TUFM"
"GO:0045202","UBA52"
"GO:0045202","USP46"
"GO:0045202","VCAN"
"GO:0045202","VCP"
"GO:0045202","VCPIP1"
"GO:0045202","VGF"
"GO:0045202","VLDLR"
"GO:0045202","WASF2"
"GO:0045202","WDR1"
"GO:0045202","WIPF3"
"GO:0045202","WNT3A"
"GO:0045202","YBX1"
"GO:0045202","YBX3"
"GO:0045202","YWHAE"
"GO:0045202","YWHAG"
"GO:0045202","YWHAH"
"GO:0045202","YWHAQ"
"GO:0045211","CTNNB1"
"GO:0045211","DBN1"
"GO:0045211","GNAO1"
"GO:0045211","GNB5"
"GO:0045211","HIP1"
"GO:0045211","KCTD12"
"GO:0045211","KCTD16"
"GO:0045211","NAPEPLD"
"GO:0045211","NRGN"
"GO:0045211","NTRK2"
"GO:0045211","RGS7"
"GO:0045211","SNAP91"
"GO:0045211","SYT1"
"GO:0048786","APP"
"GO:0048786","ARFGAP3"
"GO:0048786","ARHGAP44"
"GO:0048786","C1QBP"
"GO:0048786","CACNA1B"
"GO:0048786","CD200"
"GO:0048786","CNTNAP1"
"GO:0048786","EHD1"
"GO:0048786","FLOT1"
"GO:0048786","MAP1A"
"GO:0048786","PHB2"
"GO:0048786","PI4K2A"
"GO:0048786","PPFIA3"
"GO:0048786","ROCK2"
"GO:0048786","SNAP47"
"GO:0048786","SYT1"
"GO:0048786","TRAPPC4"
"GO:0048786","TRIO"
"GO:0048786","UNC13A"
"GO:0048786","VPS11"
"GO:0048787","AFDN"
"GO:0048787","APBA1"
"GO:0048787","KCTD12"
"GO:0048787","KCTD8"
"GO:0048787","NAPA"
"GO:0048787","NAPB"
"GO:0048787","VDAC1"
"GO:0097060","ANXA1"
"GO:0097060","CDH8"
"GO:0097060","NPTN"
"GO:0097060","RALA"
"GO:0097060","RAP2A"
"GO:0097444","APLP2"
"GO:0097444","OPRD1"
"GO:0097444","OPRM1"
"GO:0097444","PPFIA1"
"GO:0097444","PPP1R9B"
"GO:0097444","SYNPO"
"GO:0098674","CADPS"
"GO:0098674","STXBP5"
"GO:0098793","AAK1"
"GO:0098793","ACTR2"
"GO:0098793","ACTR3"
"GO:0098793","ADD1;ADD2"
"GO:0098793","AMPH"
"GO:0098793","ANAPC1"
"GO:0098793","ANAPC10"
"GO:0098793","ANAPC11"
"GO:0098793","ANAPC13"
"GO:0098793","ANAPC15"
"GO:0098793","ANAPC16"
"GO:0098793","ANAPC2"
"GO:0098793","ANAPC4"
"GO:0098793","ANAPC5"
"GO:0098793","ANAPC7"
"GO:0098793","AP1G1"
"GO:0098793","AP1S1"
"GO:0098793","AP3B2"
"GO:0098793","AP3D1"
"GO:0098793","APBA2"
"GO:0098793","APBB1"
"GO:0098793","APPL1"
"GO:0098793","ARF6"
"GO:0098793","ARFGEF2"
"GO:0098793","ARPC1A"
"GO:0098793","ARPC2"
"GO:0098793","ARPC3"
"GO:0098793","ARPC4"
"GO:0098793","ARPC5"
"GO:0098793","ATG3"
"GO:0098793","ATG9A"
"GO:0098793","BACE1"
"GO:0098793","BASP1"
"GO:0098793","BDNF"
"GO:0098793","BIN1"
"GO:0098793","BRINP2"
"GO:0098793","BRSK2"
"GO:0098793","C22ORF39"
"GO:0098793","C4A"
"GO:0098793","C4B"
"GO:0098793","CACNB1"
"GO:0098793","CACNB4"
"GO:0098793","CADPS"
"GO:0098793","CADPS2"
"GO:0098793","CALY"
"GO:0098793","CAP1"
"GO:0098793","CAPN1"
"GO:0098793","CASK"
"GO:0098793","CASKIN1"
"GO:0098793","CBARP"
"GO:0098793","CD2AP"
"GO:0098793","CD44"
"GO:0098793","CD47"
"GO:0098793","CDC16"
"GO:0098793","CDC20"
"GO:0098793","CDC23"
"GO:0098793","CDC26"
"GO:0098793","CDC27"
"GO:0098793","CDK5R1"
"GO:0098793","CDK5R2"
"GO:0098793","CNRIP1"
"GO:0098793","CNTN6"
"GO:0098793","COPS4"
"GO:0098793","CPEB2"
"GO:0098793","CPLX1"
"GO:0098793","CPLX2"
"GO:0098793","CRMP1"
"GO:0098793","CYP46A1"
"GO:0098793","DAAM1"
"GO:0098793","DAO"
"GO:0098793","DBNL"
"GO:0098793","DCX"
"GO:0098793","DDHD2"
"GO:0098793","DDN"
"GO:0098793","DGKQ"
"GO:0098793","DISC1"
"GO:0098793","DNM3"
"GO:0098793","DOCK1"
"GO:0098793","DPYSL2"
"GO:0098793","DSTN"
"GO:0098793","DVL1"
"GO:0098793","DVL2"
"GO:0098793","EHD1"
"GO:0098793","EPB41L1"
"GO:0098793","EPHA3"
"GO:0098793","EPS15L1"
"GO:0098793","EXOC7"
"GO:0098793","FAAH"
"GO:0098793","FBXO45"
"GO:0098793","FLOT1"
"GO:0098793","FZR1"
"GO:0098793","GAD1"
"GO:0098793","GAD2"
"GO:0098793","GAP43"
"GO:0098793","GIPC1"
"GO:0098793","GIT1"
"GO:0098793","GIT2"
"GO:0098793","GNA11"
"GO:0098793","GNAI1"
"GO:0098793","GNAI2"
"GO:0098793","GNAI3"
"GO:0098793","GNAL;GNAS"
"GO:0098793","GNAQ"
"GO:0098793","GNB5"
"GO:0098793","GPM6A"
"GO:0098793","GRB2"
"GO:0098793","GRK2"
"GO:0098793","GRK3"
"GO:0098793","HIP1"
"GO:0098793","HSPA8"
"GO:0098793","IL13"
"GO:0098793","ITGA2"
"GO:0098793","KALRN"
"GO:0098793","KCNJ6"
"GO:0098793","KIF1B"
"GO:0098793","KIF21A"
"GO:0098793","KIF2C"
"GO:0098793","LINGO1"
"GO:0098793","LRFN2"
"GO:0098793","MAGI1"
"GO:0098793","MAP1LC3B"
"GO:0098793","METTL5"
"GO:0098793","MGLL"
"GO:0098793","MRTFA"
"GO:0098793","MRTFB"
"GO:0098793","NAPA"
"GO:0098793","NAPB"
"GO:0098793","NECAB2"
"GO:0098793","NECAP1"
"GO:0098793","NGF"
"GO:0098793","NOS1AP"
"GO:0098793","NPTX2"
"GO:0098793","NPY2R"
"GO:0098793","NPY5R"
"GO:0098793","NTF3"
"GO:0098793","NTF4"
"GO:0098793","NTRK2"
"GO:0098793","OPHN1"
"GO:0098793","PARK7"
"GO:0098793","PDLIM5"
"GO:0098793","PFN1"
"GO:0098793","PFN2"
"GO:0098793","PGK1"
"GO:0098793","PPFIA4"
"GO:0098793","PPFIBP2"
"GO:0098793","PPP1CA"
"GO:0098793","PPP1CC"
"GO:0098793","PPP1R9A"
"GO:0098793","PRAF2"
"GO:0098793","PRKACA"
"GO:0098793","PRKN"
"GO:0098793","PRNP"
"GO:0098793","PRSS12"
"GO:0098793","PRUNE2"
"GO:0098793","PSEN1"
"GO:0098793","PTK2B"
"GO:0098793","PTN"
"GO:0098793","PTPRN2"
"GO:0098793","RAB1A"
"GO:0098793","RAB33B"
"GO:0098793","RAB6A"
"GO:0098793","RAB6B"
"GO:0098793","RAB8B"
"GO:0098793","RABAC1"
"GO:0098793","RAPGEF4"
"GO:0098793","RGS4"
"GO:0098793","RGS7"
"GO:0098793","RGS7BP"
